"Tabela 4711 - Domicílios recenseados, por espécie"
"Variável - Domicílios recenseados (Domicílios)"
"Município";"Ano x Espécie"
"Floresta do Piauí (PI)";"1222"
"Floriano (PI)";"26074"
"Francinópolis (PI)";"2458"
"Francisco Ayres (PI)";"2178"
"Francisco Macedo (PI)";"1381"
"Francisco Santos (PI)";"4438"
"Fronteiras (PI)";"5032"
"Geminiano (PI)";"2703"
"Gilbués (PI)";"4567"
"Guadalupe (PI)";"4171"
"Guaribas (PI)";"1945"
"Hugo Napoleão (PI)";"1736"
"Ilha Grande (PI)";"3271"
"Inhuma (PI)";"7163"
"Ipiranga do Piauí (PI)";"4225"
"Isaías Coelho (PI)";"3675"
"Itainópolis (PI)";"5630"
"Itaueira (PI)";"4911"
"Jacobina do Piauí (PI)";"3178"
"Jaicós (PI)";"9459"
"Jardim do Mulato (PI)";"1909"
"Jatobá do Piauí (PI)";"1921"
"Jerumenha (PI)";"2090"
"João Costa (PI)";"1459"
"Joaquim Pires (PI)";"5128"
"Joca Marques (PI)";"1988"
"José de Freitas (PI)";"16955"
"Juazeiro do Piauí (PI)";"2475"
"Júlio Borges (PI)";"2479"
"Jurema (PI)";"2257"
"Lagoinha do Piauí (PI)";"1479"
"Lagoa Alegre (PI)";"3337"
"Lagoa do Barro do Piauí (PI)";"2535"
"Lagoa de São Francisco (PI)";"2547"
"Lagoa do Piauí (PI)";"2322"
"Lagoa do Sítio (PI)";"2632"
"Landri Sales (PI)";"2687"
"Luís Correia (PI)";"15845"
"Luzilândia (PI)";"9501"
"Madeiro (PI)";"2590"
"Manoel Emídio (PI)";"2332"
"Marcolândia (PI)";"3591"
"Marcos Parente (PI)";"2146"
"Massapê do Piauí (PI)";"2506"
"Matias Olímpio (PI)";"3928"
"Miguel Alves (PI)";"11158"
"Miguel Leão (PI)";"562"
"Milton Brandão (PI)";"3031"
"Monsenhor Gil (PI)";"4730"
"Monsenhor Hipólito (PI)";"3965"
"Monte Alegre do Piauí (PI)";"4372"
"Morro Cabeça no Tempo (PI)";"2102"
"Morro do Chapéu do Piauí (PI)";"2577"
"Murici dos Portelas (PI)";"3500"
"Nazaré do Piauí (PI)";"3268"
"Nazária (PI)";"4974"
"Nossa Senhora de Nazaré (PI)";"2231"
"Nossa Senhora dos Remédios (PI)";"3099"
"Novo Oriente do Piauí (PI)";"2972"
"Novo Santo Antônio (PI)";"1561"
"Oeiras (PI)";"18074"
"Olho D'Água do Piauí (PI)";"1209"
"Padre Marcos (PI)";"3409"
"Paes Landim (PI)";"1941"
"Pajeú do Piauí (PI)";"1719"
"Palmeira do Piauí (PI)";"2054"
"Palmeirais (PI)";"6152"
"Paquetá (PI)";"1841"
"Parnaguá (PI)";"3963"
"Parnaíba (PI)";"64580"
"Passagem Franca do Piauí (PI)";"1633"
"Patos do Piauí (PI)";"3163"
"Pau D'Arco do Piauí (PI)";"1908"
"Paulistana (PI)";"10470"
"Pavussu (PI)";"1918"
"Pedro II (PI)";"16485"
"Pedro Laurentino (PI)";"1158"
"Nova Santa Rita (PI)";"1907"
"Picos (PI)";"36224"
"Pimenteiras (PI)";"6168"
"Pio IX (PI)";"9013"
"Piracuruca (PI)";"13386"
"Piripiri (PI)";"26741"
"Porto (PI)";"4062"
"Porto Alegre do Piauí (PI)";"1057"
"Prata do Piauí (PI)";"1466"
"Queimada Nova (PI)";"4106"
"Redenção do Gurguéia (PI)";"3399"
"Regeneração (PI)";"7755"
"Riacho Frio (PI)";"2003"
"Ribeira do Piauí (PI)";"2119"
"Ribeiro Gonçalves (PI)";"2758"
"Rio Grande do Piauí (PI)";"3332"
"Santa Cruz do Piauí (PI)";"2591"
"Santa Cruz dos Milagres (PI)";"1912"
"Santa Filomena (PI)";"2577"
"Santa Luz (PI)";"2577"
"Santana do Piauí (PI)";"1815"
"Santa Rosa do Piauí (PI)";"2328"
"Santo Antônio de Lisboa (PI)";"3031"
"Santo Antônio dos Milagres (PI)";"792"
"Santo Inácio do Piauí (PI)";"1864"
"São Braz do Piauí (PI)";"2364"
"São Félix do Piauí (PI)";"1520"
"São Francisco de Assis do Piauí (PI)";"2589"
"São Francisco do Piauí (PI)";"3086"
"São Gonçalo do Gurguéia (PI)";"1548"
"São Gonçalo do Piauí (PI)";"2084"
"São João da Canabrava (PI)";"2358"
"São João da Fronteira (PI)";"2534"
"São João da Serra (PI)";"3178"
"São João da Varjota (PI)";"2067"
"São João do Arraial (PI)";"3429"
"São João do Piauí (PI)";"9739"
"São José do Divino (PI)";"2191"
"São José do Peixe (PI)";"1938"
"São José do Piauí (PI)";"3919"
"São Julião (PI)";"3370"
"São Lourenço do Piauí (PI)";"2151"
"São Luis do Piauí (PI)";"1197"
"São Miguel da Baixa Grande (PI)";"1137"
"São Miguel do Fidalgo (PI)";"1359"
"São Miguel do Tapuio (PI)";"8292"
"São Pedro do Piauí (PI)";"5547"
"São Raimundo Nonato (PI)";"17600"
"Sebastião Barros (PI)";"1387"
"Sebastião Leal (PI)";"2107"
"Sigefredo Pacheco (PI)";"4362"
"Simões (PI)";"6165"
"Simplício Mendes (PI)";"5739"
"Socorro do Piauí (PI)";"2110"
"Sussuapara (PI)";"2916"
"Tamboril do Piauí (PI)";"1569"
"Tanque do Piauí (PI)";"1488"
"Teresina (PI)";"355470"
"União (PI)";"17499"
"Uruçuí (PI)";"10089"
"Valença do Piauí (PI)";"10429"
"Várzea Branca (PI)";"2230"
"Várzea Grande (PI)";"2446"
"Vera Mendes (PI)";"1784"
"Vila Nova do Piauí (PI)";"1600"
"Wall Ferraz (PI)";"1902"
"Abaiara (CE)";"4358"
"Acarape (CE)";"5447"
"Acaraú (CE)";"26163"
"Acopiara (CE)";"22529"
"Aiuaba (CE)";"7059"
"Alcântaras (CE)";"4994"
"Altaneira (CE)";"3182"
"Alto Santo (CE)";"6549"
"Amontada (CE)";"17043"
"Antonina do Norte (CE)";"3519"
"Apuiarés (CE)";"6730"
"Aquiraz (CE)";"46344"
"Aracati (CE)";"33567"
"Aracoiaba (CE)";"11984"
"Ararendá (CE)";"4842"
"Araripe (CE)";"9391"
"Aratuba (CE)";"4848"
"Arneiroz (CE)";"3488"
"Assaré (CE)";"10694"
"Aurora (CE)";"11327"
"Baixio (CE)";"2556"
"Banabuiú (CE)";"6940"
"Barbalha (CE)";"29531"
"Barreira (CE)";"9953"
"Barro (CE)";"9074"
"Barroquinha (CE)";"6702"
"Baturité (CE)";"14907"
"Beberibe (CE)";"28351"
"Bela Cruz (CE)";"13123"
"Boa Viagem (CE)";"24740"
"Brejo Santo (CE)";"19061"
"Camocim (CE)";"25570"
"Campos Sales (CE)";"12662"
"Canindé (CE)";"33619"
"Capistrano (CE)";"7639"
"Caridade (CE)";"7256"
"Cariré (CE)";"8104"
"Caririaçu (CE)";"12607"
"Cariús (CE)";"8244"
"Carnaubal (CE)";"7411"
"Cascavel (CE)";"34132"
"Catarina (CE)";"4905"
"Catunda (CE)";"4215"
"Caucaia (CE)";"160137"
"Cedro (CE)";"10461"
"Chaval (CE)";"5045"
"Choró (CE)";"5064"
"Chorozinho (CE)";"9222"
"Coreaú (CE)";"9780"
"Crateús (CE)";"34293"
"Crato (CE)";"56702"
"Croatá (CE)";"8493"
"Cruz (CE)";"13842"
"Deputado Irapuan Pinheiro (CE)";"4054"
"Ereré (CE)";"2989"
"Eusébio (CE)";"29417"
"Farias Brito (CE)";"8656"
"Forquilha (CE)";"9511"
"Fortaleza (CE)";"1034611"
"Fortim (CE)";"7741"
"Frecheirinha (CE)";"7074"
"General Sampaio (CE)";"3020"
"Graça (CE)";"6473"
"Granja (CE)";"23704"
"Granjeiro (CE)";"2019"
"Groaíras (CE)";"4896"
"Guaiúba (CE)";"9668"
"Guaraciaba do Norte (CE)";"17013"
"Guaramiranga (CE)";"3389"
"Hidrolândia (CE)";"8332"
"Horizonte (CE)";"31342"
"Ibaretama (CE)";"5255"
"Ibiapina (CE)";"9717"
"Ibicuitinga (CE)";"5176"
"Icapuí (CE)";"11076"
"Icó (CE)";"28823"
"Iguatu (CE)";"44117"
"Independência (CE)";"11381"
"Ipaporanga (CE)";"5448"
"Ipaumirim (CE)";"5541"
"Ipu (CE)";"17798"
"Ipueiras (CE)";"18039"
"Iracema (CE)";"6066"
"Irauçuba (CE)";"9690"
"Itaiçaba (CE)";"3944"
"Itaitinga (CE)";"24423"
"Itapajé (CE)";"19441"
"Itapipoca (CE)";"53600"
"Itapiúna (CE)";"7550"
"Itarema (CE)";"15869"
"Itatira (CE)";"9286"
"Jaguaretama (CE)";"7150"
"Jaguaribara (CE)";"4267"
"Jaguaribe (CE)";"15444"
"Jaguaruana (CE)";"14412"
"Jardim (CE)";"11454"
"Jati (CE)";"3467"
"Jijoca de Jericoacoara (CE)";"11733"
"Juazeiro do Norte (CE)";"113276"
"Jucás (CE)";"10546"
"Lavras da Mangabeira (CE)";"13410"
"Limoeiro do Norte (CE)";"26927"
"Madalena (CE)";"7094"
"Maracanaú (CE)";"95409"
"Maranguape (CE)";"42065"
"Marco (CE)";"9524"
"Martinópole (CE)";"4723"
"Massapê (CE)";"15331"
"Mauriti (CE)";"19603"
"Meruoca (CE)";"7137"
"Milagres (CE)";"11325"
"Milhã (CE)";"5785"
"Miraíma (CE)";"5232"
"Missão Velha (CE)";"15790"
"Mombaça (CE)";"19083"
"Monsenhor Tabosa (CE)";"7830"
"Morada Nova (CE)";"28744"
"Moraújo (CE)";"3642"
"Morrinhos (CE)";"9368"
"Mucambo (CE)";"6622"
"Mulungu (CE)";"4454"
"Nova Olinda (CE)";"6730"
"Nova Russas (CE)";"13668"
"Novo Oriente (CE)";"12674"
"Ocara (CE)";"12128"
"Orós (CE)";"9105"
"Pacajus (CE)";"30243"
"Pacatuba (CE)";"32182"
"Pacoti (CE)";"4863"
"Pacujá (CE)";"2798"
"Palhano (CE)";"4254"
"Palmácia (CE)";"4287"
"Paracuru (CE)";"20215"
"Paraipaba (CE)";"14338"
"Parambu (CE)";"15369"
"Paramoti (CE)";"5039"
"Pedra Branca (CE)";"18663"
"Penaforte (CE)";"3984"
"Pentecoste (CE)";"16703"
"Pereiro (CE)";"7362"
"Pindoretama (CE)";"10578"
"Piquet Carneiro (CE)";"7203"
"Pires Ferreira (CE)";"3910"
"Poranga (CE)";"6065"
"Porteiras (CE)";"7018"
"Potengi (CE)";"4337"
"Potiretama (CE)";"2813"
"Quiterianópolis (CE)";"9347"
"Quixadá (CE)";"36341"
"Quixelô (CE)";"7415"
"Quixeramobim (CE)";"34179"
"Quixeré (CE)";"10078"
"Redenção (CE)";"12091"
"Reriutaba (CE)";"8473"
"Russas (CE)";"34647"
"Saboeiro (CE)";"7009"
"Salitre (CE)";"7092"
"Santana do Acaraú (CE)";"11919"
"Santana do Cariri (CE)";"8011"
"Santa Quitéria (CE)";"17527"
"São Benedito (CE)";"19459"
"São Gonçalo do Amarante (CE)";"27508"
"São João do Jaguaribe (CE)";"3570"
"São Luís do Curu (CE)";"5280"
"Senador Pompeu (CE)";"11741"
"Senador Sá (CE)";"3266"
"Sobral (CE)";"84238"
"Solonópole (CE)";"8201"
"Tabuleiro do Norte (CE)";"15326"
"Tamboril (CE)";"10998"
"Tarrafas (CE)";"3755"
"Tauá (CE)";"27061"
"Tejuçuoca (CE)";"7683"
"Tianguá (CE)";"32536"
"Trairi (CE)";"25960"
"Tururu (CE)";"7212"
"Ubajara (CE)";"13424"
"Umari (CE)";"3139"
"Umirim (CE)";"7600"
"Uruburetama (CE)";"7969"
"Uruoca (CE)";"5936"
"Varjota (CE)";"7488"
"Várzea Alegre (CE)";"17842"
"Viçosa do Ceará (CE)";"22760"
"Acari (RN)";"4750"
"Açu (RN)";"24138"
"Afonso Bezerra (RN)";"4339"
"Água Nova (RN)";"1199"
"Alexandria (RN)";"6043"
"Almino Afonso (RN)";"2348"
"Alto do Rodrigues (RN)";"5384"
"Angicos (RN)";"5195"
"Antônio Martins (RN)";"3181"
"Apodi (RN)";"16745"
"Areia Branca (RN)";"11691"
"Arês (RN)";"5112"
"Campo Grande (RN)";"4168"
"Baía Formosa (RN)";"3812"
"Baraúna (RN)";"11116"
"Barcelona (RN)";"1858"
"Bento Fernandes (RN)";"1971"
"Bodó (RN)";"1163"
"Bom Jesus (RN)";"4469"
"Brejinho (RN)";"5232"
"Caiçara do Norte (RN)";"2594"
"Caiçara do Rio do Vento (RN)";"1407"
"Caicó (RN)";"27198"
"Campo Redondo (RN)";"4608"
"Canguaretama (RN)";"12592"
"Caraúbas (RN)";"9418"
"Carnaúba dos Dantas (RN)";"3592"
"Carnaubais (RN)";"4176"
"Ceará-Mirim (RN)";"34272"
"Cerro Corá (RN)";"5209"
"Coronel Ezequiel (RN)";"2879"
"Coronel João Pessoa (RN)";"1878"
"Cruzeta (RN)";"3639"
"Currais Novos (RN)";"18201"
"Doutor Severiano (RN)";"2870"
"Parnamirim (RN)";"116679"
"Encanto (RN)";"2579"
"Equador (RN)";"2762"
"Espírito Santo (RN)";"4391"
"Extremoz (RN)";"32161"
"Felipe Guerra (RN)";"2578"
"Fernando Pedroza (RN)";"1333"
"Florânia (RN)";"4263"
"Francisco Dantas (RN)";"1341"
"Frutuoso Gomes (RN)";"1977"
"Galinhos (RN)";"866"
"Goianinha (RN)";"9904"
"Governador Dix-Sept Rosado (RN)";"5661"
"Grossos (RN)";"4407"
"Guamaré (RN)";"6486"
"Ielmo Marinho (RN)";"4987"
"Ipanguaçu (RN)";"5590"
"Ipueira (RN)";"997"
"Itajá (RN)";"3130"
"Itaú (RN)";"2431"
"Jaçanã (RN)";"3804"
"Jandaíra (RN)";"2764"
"Janduís (RN)";"2040"
"Januário Cicco (RN)";"4130"
"Japi (RN)";"2823"
"Jardim de Angicos (RN)";"1051"
"Jardim de Piranhas (RN)";"6192"
"Jardim do Seridó (RN)";"5623"
"João Câmara (RN)";"14189"
"João Dias (RN)";"1029"
"José da Penha (RN)";"2784"
"Jucurutu (RN)";"8540"
"Jundiá (RN)";"1619"
"Lagoa d'Anta (RN)";"3023"
"Lagoa de Pedras (RN)";"3405"
"Lagoa de Velhos (RN)";"1225"
"Lagoa Nova (RN)";"7193"
"Lagoa Salgada (RN)";"3568"
"Lajes (RN)";"4364"
"Lajes Pintadas (RN)";"2476"
"Lucrécia (RN)";"1496"
"Luís Gomes (RN)";"3959"
"Macaíba (RN)";"38169"
"Macau (RN)";"12928"
"Major Sales (RN)";"1576"
"Marcelino Vieira (RN)";"3553"
"Martins (RN)";"3991"
"Maxaranguape (RN)";"5576"
"Messias Targino (RN)";"1861"
"Montanhas (RN)";"4644"
"Monte Alegre (RN)";"10024"
"Monte das Gameleiras (RN)";"1245"
"Mossoró (RN)";"123480"
"Natal (RN)";"337029"
"Nísia Floresta (RN)";"20175"
"Nova Cruz (RN)";"14199"
"Olho d'Água do Borges (RN)";"1903"
"Ouro Branco (RN)";"2349"
"Paraná (RN)";"1611"
"Paraú (RN)";"1722"
"Parazinho (RN)";"2038"
"Parelhas (RN)";"10396"
"Rio do Fogo (RN)";"5571"
"Passa e Fica (RN)";"4724"
"Passagem (RN)";"1401"
"Patu (RN)";"5246"
"Santa Maria (RN)";"2208"
"Pau dos Ferros (RN)";"13051"
"Pedra Grande (RN)";"1783"
"Pedra Preta (RN)";"1084"
"Pedro Avelino (RN)";"2981"
"Pedro Velho (RN)";"5752"
"Pendências (RN)";"5269"
"Pilões (RN)";"1353"
"Poço Branco (RN)";"4757"
"Portalegre (RN)";"3448"
"Porto do Mangue (RN)";"2492"
"Serra Caiada (RN)";"3930"
"Pureza (RN)";"4004"
"Rafael Fernandes (RN)";"2301"
"Rafael Godeiro (RN)";"1484"
"Riacho da Cruz (RN)";"1237"
"Riacho de Santana (RN)";"1824"
"Riachuelo (RN)";"3011"
"Rodolfo Fernandes (RN)";"1890"
"Tibau (RN)";"5700"
"Ruy Barbosa (RN)";"1613"
"Santa Cruz (RN)";"17091"
"Santana do Matos (RN)";"6278"
"Santana do Seridó (RN)";"1334"
"Santo Antônio (RN)";"9693"
"São Bento do Norte (RN)";"1398"
"São Bento do Trairí (RN)";"1882"
"São Fernando (RN)";"1621"
"São Francisco do Oeste (RN)";"1868"
"São Gonçalo do Amarante (RN)";"54203"
"São João do Sabugi (RN)";"2889"
"São José de Mipibu (RN)";"20814"
"São José do Campestre (RN)";"5011"
"São José do Seridó (RN)";"1846"
"São Miguel (RN)";"10623"
"São Miguel do Gostoso (RN)";"4789"
"São Paulo do Potengi (RN)";"7596"
"São Pedro (RN)";"2787"
"São Rafael (RN)";"3634"
"São Tomé (RN)";"4895"
"São Vicente (RN)";"3039"
"Senador Elói de Souza (RN)";"2730"
"Senador Georgino Avelino (RN)";"1525"
"Serra de São Bento (RN)";"2787"
"Serra do Mel (RN)";"5757"
"Serra Negra do Norte (RN)";"3098"
"Serrinha (RN)";"3098"
"Serrinha dos Pintos (RN)";"2168"
"Severiano Melo (RN)";"2603"
"Sítio Novo (RN)";"2340"
"Taboleiro Grande (RN)";"1062"
"Taipu (RN)";"4986"
"Tangará (RN)";"6115"
"Tenente Ananias (RN)";"4119"
"Tenente Laurentino Cruz (RN)";"2523"
"Tibau do Sul (RN)";"8966"
"Timbaúba dos Batistas (RN)";"1029"
"Touros (RN)";"14455"
"Triunfo Potiguar (RN)";"1500"
"Umarizal (RN)";"4667"
"Upanema (RN)";"6102"
"Várzea (RN)";"2238"
"Venha-Ver (RN)";"1384"
"Vera Cruz (RN)";"4507"
"Viçosa (RN)";"788"
"Vila Flor (RN)";"1177"
"Água Branca (PB)";"4434"
"Aguiar (PB)";"2730"
"Alagoa Grande (PB)";"11783"
"Alagoa Nova (PB)";"8685"
"Alagoinha (PB)";"5525"
"Alcantil (PB)";"2871"
"Algodão de Jandaíra (PB)";"1398"
"Alhandra (PB)";"9151"
"São João do Rio do Peixe (PB)";"8523"
"Amparo (PB)";"1194"
"Aparecida (PB)";"3424"
"Araçagi (PB)";"7404"
"Arara (PB)";"6002"
"Araruna (PB)";"8625"
"Areia (PB)";"10203"
"Areia de Baraúnas (PB)";"932"
"Areial (PB)";"3244"
"Aroeiras (PB)";"9231"
"Assunção (PB)";"1950"
"Baía da Traição (PB)";"5411"
"Bananeiras (PB)";"10680"
"Baraúna (PB)";"2400"
"Barra de Santana (PB)";"4323"
"Barra de Santa Rosa (PB)";"6918"
"Barra de São Miguel (PB)";"3195"
"Bayeux (PB)";"32953"
"Belém (PB)";"7291"
"Belém do Brejo do Cruz (PB)";"2823"
"Bernardino Batista (PB)";"1405"
"Boa Ventura (PB)";"2375"
"Boa Vista (PB)";"2768"
"Bom Jesus (PB)";"1065"
"Bom Sucesso (PB)";"2517"
"Bonito de Santa Fé (PB)";"4614"
"Boqueirão (PB)";"7561"
"Igaracy (PB)";"2908"
"Borborema (PB)";"1948"
"Brejo do Cruz (PB)";"5811"
"Brejo dos Santos (PB)";"2534"
"Caaporã (PB)";"8329"
"Cabaceiras (PB)";"2567"
"Cabedelo (PB)";"33796"
"Cachoeira dos Índios (PB)";"4151"
"Cacimba de Areia (PB)";"1923"
"Cacimba de Dentro (PB)";"7703"
"Cacimbas (PB)";"3299"
"Caiçara (PB)";"2926"
"Cajazeiras (PB)";"29792"
"Cajazeirinhas (PB)";"1321"
"Caldas Brandão (PB)";"2587"
"Camalaú (PB)";"3610"
"Campina Grande (PB)";"183901"
"Capim (PB)";"2733"
"Caraúbas (PB)";"2305"
"Carrapateira (PB)";"900"
"Casserengue (PB)";"3481"
"Catingueira (PB)";"2095"
"Catolé do Rocha (PB)";"13154"
"Caturité (PB)";"2369"
"Conceição (PB)";"8602"
"Condado (PB)";"3062"
"Conde (PB)";"17952"
"Congo (PB)";"2816"
"Coremas (PB)";"6816"
"Coxixola (PB)";"1006"
"Cruz do Espírito Santo (PB)";"6339"
"Cubati (PB)";"3523"
"Cuité (PB)";"10717"
"Cuitegi (PB)";"2787"
"Cuité de Mamanguape (PB)";"2695"
"Curral de Cima (PB)";"2282"
"Curral Velho (PB)";"978"
"Damião (PB)";"2603"
"Desterro (PB)";"4088"
"Vista Serrana (PB)";"1499"
"Diamante (PB)";"3006"
"Dona Inês (PB)";"4873"
"Duas Estradas (PB)";"1563"
"Emas (PB)";"1356"
"Esperança (PB)";"13964"
"Fagundes (PB)";"5358"
"Frei Martinho (PB)";"1554"
"Gado Bravo (PB)";"3892"
"Guarabira (PB)";"24270"
"Gurinhém (PB)";"5809"
"Gurjão (PB)";"1570"
"Ibiara (PB)";"2804"
"Imaculada (PB)";"4599"
"Ingá (PB)";"8068"
"Itabaiana (PB)";"10685"
"Itaporanga (PB)";"10854"
"Itapororoca (PB)";"7421"
"Itatuba (PB)";"4450"
"Jacaraú (PB)";"6534"
"Jericó (PB)";"3197"
"João Pessoa (PB)";"377756"
"Juarez Távora (PB)";"3469"
"Juazeirinho (PB)";"7529"
"Junco do Seridó (PB)";"3100"
"Juripiranga (PB)";"4000"
"Juru (PB)";"4515"
"Lagoa (PB)";"2068"
"Lagoa de Dentro (PB)";"3657"
"Lagoa Seca (PB)";"11758"
"Lastro (PB)";"1250"
"Livramento (PB)";"3453"
"Logradouro (PB)";"2003"
"Lucena (PB)";"9298"
"Mãe d'Água (PB)";"1987"
"Malta (PB)";"2583"
"Mamanguape (PB)";"17368"
"Manaíra (PB)";"5286"
"Marcação (PB)";"3738"
"Mari (PB)";"9111"
"Marizópolis (PB)";"2760"
"Massaranduba (PB)";"6548"
"Mataraca (PB)";"3384"
"Matinhas (PB)";"1983"
"Mato Grosso (PB)";"1100"
"Maturéia (PB)";"3235"
"Mogeiro (PB)";"6484"
"Montadas (PB)";"2433"
"Monte Horebe (PB)";"2254"
"Monteiro (PB)";"17629"
"Mulungu (PB)";"4173"
"Natuba (PB)";"4178"
"Nazarezinho (PB)";"3299"
"Nova Floresta (PB)";"4784"
"Nova Olinda (PB)";"2848"
"Nova Palmeira (PB)";"2203"
"Olho d'Água (PB)";"3007"
"Olivedos (PB)";"1833"
"Ouro Velho (PB)";"1545"
"Parari (PB)";"958"
"Passagem (PB)";"1190"
"Patos (PB)";"45320"
"Paulista (PB)";"5261"
"Pedra Branca (PB)";"1666"
"Pedra Lavrada (PB)";"3278"
"Pedras de Fogo (PB)";"12230"
"Piancó (PB)";"7210"
"Picuí (PB)";"9722"
"Pilar (PB)";"5211"
"Pilões (PB)";"2672"
"Pilõezinhos (PB)";"2214"
"Pirpirituba (PB)";"3991"
"Pitimbu (PB)";"12830"
"Pocinhos (PB)";"7851"
"Poço Dantas (PB)";"1686"
"Poço de José de Moura (PB)";"1923"
"Pombal (PB)";"15181"
"Prata (PB)";"1895"
"Princesa Isabel (PB)";"9925"
"Puxinanã (PB)";"6175"
"Queimadas (PB)";"21389"
"Quixaba (PB)";"916"
"Remígio (PB)";"7930"
"Pedro Régis (PB)";"2689"
"Riachão (PB)";"1387"
"Riachão do Bacamarte (PB)";"2046"
"Riachão do Poço (PB)";"2008"
"Riacho de Santo Antônio (PB)";"858"
"Riacho dos Cavalos (PB)";"3807"
"Rio Tinto (PB)";"10088"
"Salgadinho (PB)";"1543"
"Salgado de São Félix (PB)";"5363"
"Santa Cecília (PB)";"3605"
"Santa Cruz (PB)";"2684"
"Santa Helena (PB)";"2866"
"Santa Inês (PB)";"1518"
"Santa Luzia (PB)";"6728"
"Santana de Mangueira (PB)";"2378"
"Santana dos Garrotes (PB)";"3180"
"Joca Claudino (PB)";"1120"
"Santa Rita (PB)";"59867"
"Santa Teresinha (PB)";"2152"
"Santo André (PB)";"1411"
"São Bento (PB)";"13446"
"São Bentinho (PB)";"1981"
"São Domingos do Cariri (PB)";"1373"
"São Domingos (PB)";"1234"
"São Francisco (PB)";"1411"
"São João do Cariri (PB)";"2259"
"São João do Tigre (PB)";"2673"
"São José da Lagoa Tapada (PB)";"3355"
"São José de Caiana (PB)";"2373"
"São José de Espinharas (PB)";"2045"
"São José dos Ramos (PB)";"2477"
"São José de Piranhas (PB)";"8952"
"São José de Princesa (PB)";"1762"
"São José do Bonfim (PB)";"1656"
"São José do Brejo do Cruz (PB)";"716"
"São José do Sabugi (PB)";"1805"
"São José dos Cordeiros (PB)";"1945"
"São Mamede (PB)";"3742"
"São Miguel de Taipu (PB)";"3158"
"São Sebastião de Lagoa de Roça (PB)";"4733"
"São Sebastião do Umbuzeiro (PB)";"1923"
"Sapé (PB)";"20115"
"São Vicente do Seridó (PB)";"4388"
"Serra Branca (PB)";"7053"
"Serra da Raiz (PB)";"1338"
"Serra Grande (PB)";"1491"
"Serra Redonda (PB)";"3370"
"Serraria (PB)";"2305"
"Sertãozinho (PB)";"2241"
"Sobrado (PB)";"3525"
"Solânea (PB)";"12012"
"Soledade (PB)";"6439"
"Sossêgo (PB)";"1605"
"Sousa (PB)";"28624"
"Sumé (PB)";"8982"
"Tacima (PB)";"3769"
"Taperoá (PB)";"7326"
"Tavares (PB)";"6892"
"Teixeira (PB)";"6734"
"Tenório (PB)";"1451"
"Triunfo (PB)";"4039"
"Uiraúna (PB)";"6756"
"Umbuzeiro (PB)";"4130"
"Várzea (PB)";"1354"
"Vieirópolis (PB)";"2216"
"Zabelê (PB)";"1283"
"Abreu e Lima (PE)";"41660"
"Afogados da Ingazeira (PE)";"20057"
"Afrânio (PE)";"8392"
"Agrestina (PE)";"11504"
"Água Preta (PE)";"11871"
"Águas Belas (PE)";"21183"
"Alagoinha (PE)";"6534"
"Aliança (PE)";"14663"
"Altinho (PE)";"11128"
"Amaraji (PE)";"8622"
"Angelim (PE)";"4503"
"Araçoiaba (PE)";"7271"
"Araripina (PE)";"38919"
"Arcoverde (PE)";"32395"
"Barra de Guabiraba (PE)";"4771"
"Barreiros (PE)";"17248"
"Belém de Maria (PE)";"4515"
"Belém do São Francisco (PE)";"7838"
"Belo Jardim (PE)";"39030"
"Betânia (PE)";"5583"
"Bezerros (PE)";"31856"
"Bodocó (PE)";"15792"
"Bom Conselho (PE)";"20435"
"Bom Jardim (PE)";"17606"
"Bonito (PE)";"16920"
"Brejão (PE)";"3936"
"Brejinho (PE)";"4016"
"Brejo da Madre de Deus (PE)";"24650"
"Buenos Aires (PE)";"5398"
"Buíque (PE)";"22154"
"Cabo de Santo Agostinho (PE)";"99258"
"Cabrobó (PE)";"13057"
"Cachoeirinha (PE)";"9439"
"Caetés (PE)";"11536"
"Calçado (PE)";"4946"
"Calumbi (PE)";"2569"
"Camaragibe (PE)";"66583"
"Camocim de São Félix (PE)";"7648"
"Camutanga (PE)";"3147"
"Canhotinho (PE)";"9994"
"Capoeiras (PE)";"7770"
"Carnaíba (PE)";"10209"
"Carnaubeira da Penha (PE)";"4846"
"Carpina (PE)";"33293"
"Caruaru (PE)";"178913"
"Casinhas (PE)";"5456"
"Catende (PE)";"13967"
"Cedro (PE)";"4415"
"Chã de Alegria (PE)";"5279"
"Chã Grande (PE)";"9464"
"Condado (PE)";"9882"
"Correntes (PE)";"6439"
"Cortês (PE)";"4477"
"Cumaru (PE)";"7752"
"Cupira (PE)";"10832"
"Custódia (PE)";"18018"
"Dormentes (PE)";"8277"
"Escada (PE)";"25714"
"Exu (PE)";"15077"
"Feira Nova (PE)";"9844"
"Fernando de Noronha (PE)";"1137"
"Ferreiros (PE)";"6048"
"Flores (PE)";"11292"
"Floresta (PE)";"12553"
"Frei Miguelinho (PE)";"7255"
"Gameleira (PE)";"7748"
"Garanhuns (PE)";"61356"
"Glória do Goitá (PE)";"13426"
"Goiana (PE)";"41466"
"Granito (PE)";"3122"
"Gravatá (PE)";"49982"
"Iati (PE)";"7692"
"Ibimirim (PE)";"11406"
"Ibirajuba (PE)";"3683"
"Igarassu (PE)";"51071"
"Iguaracy (PE)";"5892"
"Inajá (PE)";"8477"
"Ingazeira (PE)";"2358"
"Ipojuca (PE)";"50374"
